업소명,소재지(도로명),소재지(지번),소재지전화
대호갈비,"충청남도 천안시 동남구 공설시장2길 9-2, 1층 (대흥동)",충청남도 천안시 동남구 대흥동 63-56 1층 ,041 -561 -9200
투다리행정타운점,"충청남도 천안시 동남구 청수7로 41, 1층 104호 (청당동)",충청남도 천안시 동남구 청당동 714 1층 104호 ,041 -568 -8777
부어치킨,"충청남도 천안시 동남구 개목4길 16, 1층 102호 (봉명동)",충청남도 천안시 동남구 봉명동 337 1층 102호 ,041 - 574-9982
멕시카나신부점,"충청남도 천안시 동남구 신부4길 27, 1층 (신부동)",충청남도 천안시 동남구 신부동 484-20 1층 ,041 -558 -7009
봉이치킨사직점,"충청남도 천안시 동남구 사직로 10-6, C동 1층 21호 (사직동)",충청남도 천안시 동남구 사직동 181-3 1층 C동 21호,041 -551 -7222
반찬카페협동조합,"충청남도 천안시 동남구 복자1길 29, 1층 (성황동)",충청남도 천안시 동남구 성황동 5-36 1층 ,041 -553 -0350
대구막창,"충청남도 천안시 동남구 대흥로 56, 1층 (구성동)",충청남도 천안시 동남구 구성동 487-10 1층 ,
한길오대륙통닭,"충청남도 천안시 동남구 대흥로 53, 1층 (구성동)",충청남도 천안시 동남구 구성동 528 ,041 -555 -9982
후딱칼국수,"충청남도 천안시 동남구 복자1길 8, 1층 (성황동)","충청남도 천안시 동남구 성황동 45-2 외 1필지, 1층 ",
오병이어,"충청남도 천안시 동남구 문암로 121, 1층 (안서동)",충청남도 천안시 동남구 안서동 426-1 1층 ,
부부국수,"충청남도 천안시 동남구 청수7로 41, 1층 103호 (청당동)",충청남도 천안시 동남구 청당동 714 1층 103호 ,
김정열전통갈비탕,"충청남도 천안시 동남구 청수10길 4-60, 1층 (청당동)",충청남도 천안시 동남구 청당동 937 1층 ,041 -564 -3355
청년다방,"충청남도 천안시 동남구 서부대로 245, 1층 (신방동)",충청남도 천안시 동남구 신방동 57-6 1층 ,
마왕족발신부점,"충청남도 천안시 동남구 먹거리11길 37, 2층 (신부동)",충청남도 천안시 동남구 신부동 462-14 2층 ,041 -904 -5050
금강산식당,"충청남도 천안시 동남구 먹거리3길 21, 1동 1층 (신부동)",충청남도 천안시 동남구 신부동 379 1동 1층 ,
카페삼룡동,"충청남도 천안시 동남구 청수12로 41-29, 1층 (삼룡동)",충청남도 천안시 동남구 삼룡동 417 1층 ,041 -523 -4852
야이바,"충청남도 천안시 동남구 개목4길 25, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 241 1층 ,041 -555 -5044
엠블,"충청남도 천안시 동남구 청수10길 4-112, 1층 (삼룡동)",충청남도 천안시 동남구 삼룡동 500 1층 ,041 -552 -8874
월남선생,"충청남도 천안시 동남구 청수4로 18, 1층 102호 (청당동)",충청남도 천안시 동남구 청당동 491 1층 102호 ,
뚝닭숯불두마리치킨,"충청남도 천안시 동남구 신부12길 29, 1층 (신부동)",충청남도 천안시 동남구 신부동 490-19 1층 ,
오복식당,"충청남도 천안시 동남구 원성19길 11, 1층 (원성동)",충청남도 천안시 동남구 원성동 453-5 1층 ,041 -562 -0702
범프리카인생치킨,"충청남도 천안시 동남구 단대로 21, 1층 (신부동)",충청남도 천안시 동남구 신부동 298-59 ,
전싸롱,"충청남도 천안시 동남구 청수12로 10-1, 1층 (청당동)",충청남도 천안시 동남구 청당동 894 1층 ,041 -566 -5869
고양이책방분홍코,"충청남도 천안시 동남구 신부2길 40, 1층 (신부동)",충청남도 천안시 동남구 신부동 491-3 1층 ,
마초쉐프천안점,"충청남도 천안시 동남구 먹거리11길 31, 2층 (신부동)",충청남도 천안시 동남구 신부동 461-14 2층 ,
병천삼식이감자탕,"충청남도 천안시 동남구 병천면 아우내순대길 19, 1층",충청남도 천안시 동남구 병천면 병천리 289-1 1층 ,041 -569 -3722
헤일리의뉴욕,"충청남도 천안시 동남구 은행길 9, 1층 (대흥동)",충청남도 천안시 동남구 대흥동 101-3 ,
슬로우커피,"충청남도 천안시 동남구 청수15길 6-19, 1층 (청수동)",충청남도 천안시 동남구 청수동 293 1층 ,
시로이돈가스,"충청남도 천안시 동남구 목천읍 삼방로 181, 1동 1층",충청남도 천안시 동남구 목천읍 서리 40-3 1동 1층 ,041 -522 -1520
두반콩손두부,"충청남도 천안시 동남구 향교1길 135, 1층 (유량동)",충청남도 천안시 동남구 유량동 247-12 1층 ,041 -568 -8811
금순이네,"충청남도 천안시 동남구 애교골길 13-15, 1층 (신부동)",충청남도 천안시 동남구 신부동 184-11 ,
콘서트7080,"충청남도 천안시 동남구 터미널4길 16, 지하1층 (신부동)",충청남도 천안시 동남구 신부동 696 지하1층 ,
청년다방천안신부점,"충청남도 천안시 동남구 먹거리9길 28-1, 1층 (신부동)",충청남도 천안시 동남구 신부동 465-20 1층 ,
팔로우더드림,"충청남도 천안시 동남구 터미널4길 1, 1층 (신부동)",충청남도 천안시 동남구 신부동 781 1층 ,
카페문,"충청남도 천안시 동남구 태조산길 195-6, 1층 (유량동)",충청남도 천안시 동남구 유량동 134-3 1층 ,
맘스터치천안법원점,"충청남도 천안시 동남구 청수5로 3, 1층 107호, 108호 (청당동)","충청남도 천안시 동남구 청당동 506 1층, 107호, 108호 ",041 -555 -9388
동백꽃필무렵,"충청남도 천안시 동남구 각원사길 202, 가동 1층 (안서동)",충청남도 천안시 동남구 안서동 176-8 가동 1층 ,041 -555 -7007
동네수육국밥,"충청남도 천안시 동남구 통정5로 61, 1동 1층 101호 (신방동)",충청남도 천안시 동남구 신방동 1543 1동 1층 101호 ,041 -572 -7906
북경중화요리,"충청남도 천안시 동남구 신부1길 6, 1층 (신부동)",충청남도 천안시 동남구 신부동 80-8 1층 ,
또래오래목우촌참피자천안목천점,"충청남도 천안시 동남구 목천읍 성남로 19, 1층 103호, 104호","충청남도 천안시 동남구 목천읍 천정리 109-5 1층 103호, 104호 ",041 -556 -9992
생활커피천안법원점,"충청남도 천안시 동남구 청수14로 60, 1층 111호 (청당동)",충청남도 천안시 동남구 청당동 488 1층 111호 ,
송가네짬뽕,"충청남도 천안시 동남구 사직로 7, 2층 (사직동)",충청남도 천안시 동남구 사직동 202-15 2층 ,041 -556 -1233
팔팔회관,"충청남도 천안시 동남구 통정3로 39, 1층 (신방동)",충청남도 천안시 동남구 신방동 1177-3 1층 ,041 -574 -8892
송돈가청당점,"충청남도 천안시 동남구 청수12로 12, 1층 (청당동)",충청남도 천안시 동남구 청당동 895 1층 ,
천광세한식당,"충청남도 천안시 동남구 풍세면 풍년길 16-1, 1층","충청남도 천안시 동남구 풍세면 풍서리 368-2 외 1필지, 1층 ",041 -551 -5823
육회한날,"충청남도 천안시 동남구 문암로 65, 2층 (안서동)",충청남도 천안시 동남구 안서동 386-8 2층 ,
썬1080,"충청남도 천안시 동남구 수곡1길 8-9, 2층 (신방동)","충청남도 천안시 동남구 신방동 54-5 외 2필지, 2층 ",041 -576 -1100
덕돈가,"충청남도 천안시 동남구 병천면 충절로 1558, 1층",충청남도 천안시 동남구 병천면 가전리 301-2 1층 ,041 -557 -9592
비플랫,"충청남도 천안시 동남구 신촌4로 19-3, 3층 (신방동, 초원메디칼)","충청남도 천안시 동남구 신방동 87-6 외 1필지, 초원메디칼 3층 ",041 -572 -8942
신강릉교동짬뽕,"충청남도 천안시 동남구 통정9로 40, 1층 102호 (신방동)",충청남도 천안시 동남구 신방동 1424 1층 102호 ,041 -571 -2027
솔비맛죽,"충청남도 천안시 동남구 중앙로 9, 한일건강원 1층 (원성동)",충청남도 천안시 동남구 원성동 373-8 ,
앙프,"충청남도 천안시 동남구 천안천변길 139, 1층, 2층 (신방동)","충청남도 천안시 동남구 신방동 149-1 외1필지, 1층, 2층 ",041 -577 -1001
비어라운지,"충청남도 천안시 동남구 새말3길 38-4, 1층 102호 (신방동)",충청남도 천안시 동남구 신방동 13-5 1층 102호 ,
홍이네인생역전,"충청남도 천안시 동남구 목천읍 성남로 11, 가동 1층",충청남도 천안시 동남구 목천읍 신계리 332-7 가동 1층 ,041 -564 -5959
맥주파티,"충청남도 천안시 동남구 원성2교길 18, 1층 (원성동)",충청남도 천안시 동남구 원성동 551-11 1층 ,
주식회사다경피자알볼로신부점,"충청남도 천안시 동남구 중앙로 261-1, 1층 (신부동)",충청남도 천안시 동남구 신부동 320-32 1층 ,041 -558 -8495
미스터피자신방점,"충청남도 천안시 동남구 서부대로 247-9, 2층 (신방동)","충청남도 천안시 동남구 신방동 65-2 외1필지, 2층 ",041 -575 -0077
본가순대,"충청남도 천안시 동남구 병천면 아우내순대길 22, 1층",충청남도 천안시 동남구 병천면 병천리 210-3 1층 ,
에이치이와이푸드,"충청남도 천안시 동남구 성정로 31, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 372 1층 ,041 -579 -8288
싸군혼밥푸드청당점,"충청남도 천안시 동남구 청수12로 5-19, 1층 (청당동)",충청남도 천안시 동남구 청당동 756 1층 ,041 -558 -3353
김밥천국,"충청남도 천안시 동남구 청수4로 18, 1층 109호 (청당동)",충청남도 천안시 동남구 청당동 491 1층 109호 ,041 -556 -1381
바랗,"충청남도 천안시 동남구 청수6로 35-94, 1층 101호 (청당동)",충청남도 천안시 동남구 청당동 565 1층 101호 ,
세상에이런일이한식뷔페,"충청남도 천안시 동남구 수선정길 16, 1층 (영성동)","충청남도 천안시 동남구 영성동 51-28 외1필지, 1층 ",
연가쌈밥정식,"충청남도 천안시 동남구 유량로 177, 1층 101호 (유량동)",충청남도 천안시 동남구 유량동 321 1층 101호 ,
바다양푼이동태탕,"충청남도 천안시 동남구 단대1로 106, 1층 (신부동)",충청남도 천안시 동남구 신부동 259-5 1층 ,041 -553 -3630
달고나,"충청남도 천안시 동남구 풍세로 798, 1층 104호 (청당동)",충청남도 천안시 동남구 청당동 396-12 1층 104호 ,
대한사2호점,"충청남도 천안시 동남구 충절로 291, 1층 (구성동)",충청남도 천안시 동남구 구성동 297-8 1층 ,
은화수식당청당점,"충청남도 천안시 동남구 청수4로 18, 1층 110호 (청당동)",충청남도 천안시 동남구 청당동 491 1층 110호 ,
무모한초밥안서점,"충청남도 천안시 동남구 상명대길 58, 1층 (안서동, 해피빌딩)","충청남도 천안시 동남구 안서동 542-10 외 1필지,해피빌딩 1층 ",
해물화짬뽕,"충청남도 천안시 동남구 목천읍 교천지산길 104, 1동 1층",충청남도 천안시 동남구 목천읍 교천리 130-1 1동 1층 ,041 -522 -1456
짬뽕지존,"충청남도 천안시 동남구 서부대로 287, 1층 (신방동)",충청남도 천안시 동남구 신방동 1-7 1층 ,041 -571 -5060
망향비빔국수풍세점,"충청남도 천안시 동남구 풍세면 돈마루1길 167-5, 1층",충청남도 천안시 동남구 풍세면 용정리 853-87 1층 ,041 -556 -5059
레전드호프,"충청남도 천안시 동남구 수곡1길 10, 3층 (신방동)",충청남도 천안시 동남구 신방동 71-20 3층 ,041 -579 -1888
은지동태탕,"충청남도 천안시 동남구 버들로 147, 1층 (원성동)","충청남도 천안시 동남구 원성동 487-6 외 3필지, 1층 ",041 -565 -1002
담은푸드고기특별시,"충청남도 천안시 동남구 풍세면 풍세산단로 8, 1층",충청남도 천안시 동남구 풍세면 보성리 704 1층 ,041 -551 -9295
주식회사티웨딩천안점,"충청남도 천안시 동남구 목천읍 응원3길 27, 2층","충청남도 천안시 동남구 목천읍 응원리 67-1 외 10필지, 2층 ",041 -555 -7900
문화동96,"충청남도 천안시 동남구 중앙로 96-3, 1층 (문화동)",충청남도 천안시 동남구 문화동 96 1층 ,041 -566 -5170
신복관천안법원점,"충청남도 천안시 동남구 청수11로 13-17, 1층 106호, 107호 (청당동)","충청남도 천안시 동남구 청당동 495 1층 106호, 107호 ",
건스펍,"충청남도 천안시 동남구 상명대길 58, 5층 (안서동, 해피빌딩)","충청남도 천안시 동남구 안서동 542-10 외 1필지, 해피빌딩 5층 ",
밀가대박집,"충청남도 천안시 동남구 목천읍 충절로 830, 1층","충청남도 천안시 동남구 목천읍 신계리 341-1 외 2필지, 1층 ",041 -565 -2441
민지네사철탕,"충청남도 천안시 동남구 공설시장3길 8, 1층 102호 (대흥동)",충청남도 천안시 동남구 대흥동 68 1층 102호 ,
옥상으로,"충청남도 천안시 동남구 상명대길 58, 4층 (안서동, 해피빌딩)","충청남도 천안시 동남구 안서동 542-10 외 1필지, 해피빌딩 4층 ",
박군자진주냉면,"충청남도 천안시 동남구 향교1길 121, 1층 (유량동)",충청남도 천안시 동남구 유량동 246-1 1층 ,
진궁,"충청남도 천안시 동남구 통정5로 46, 1층 (신방동)",충청남도 천안시 동남구 신방동 1899 ,041 -577 -6268
메콩타이천안청당점,"충청남도 천안시 동남구 청수14로 102, 2층 206호 (청당동)","충청남도 천안시 동남구 청당동 552 2층 206호, 에이스법조타워 ",
유가네장어본점,"충청남도 천안시 동남구 청수13로 20, 1층 (청당동)",충청남도 천안시 동남구 청당동 803 ,
짜장앤짬뽕,"충청남도 천안시 동남구 동면 충절로 2273, 1층",충청남도 천안시 동남구 동면 동산리 512-2 1층 ,041 -562 -1003
알라뷰레스토랑,"충청남도 천안시 동남구 먹거리8길 23, 1층 (신부동)",충청남도 천안시 동남구 신부동 458-6 1층 ,
북촌손만두,"충청남도 천안시 동남구 서부대로 257-3, 1층 (신방동)","충청남도 천안시 동남구 신방동 6-6 외 8필지, 성대빌딩 ",
세이치라멘,"충청남도 천안시 동남구 청수4로 18, 1층 108호 (청당동)",충청남도 천안시 동남구 청당동 491 1층 108호 ,
맷돌전집,"충청남도 천안시 동남구 사직로 20, 1층 (사직동)",충청남도 천안시 동남구 사직동 162-2 1층 ,
인생극장,"충청남도 천안시 동남구 용곡2길 43-10, 1동 1층 (용곡동)",충청남도 천안시 동남구 용곡동 546-28 1동 1층 ,041 -577 -1392
직구삼신부점,"충청남도 천안시 동남구 중앙로 237, 1층 (신부동)","충청남도 천안시 동남구 신부동 394-8 외 1필지, 1층 ",041 -554 -9293
신사부대찌개앤품격삼겹살천안풍세점,"충청남도 천안시 동남구 풍세면 돈마루1길 167-14, 1동 1층",충청남도 천안시 동남구 풍세면 용정리 853-95 1동 1층 ,041 -569 -2496
다이닝펍비,"충청남도 천안시 동남구 새말2길 17, 1층 (신방동)",충청남도 천안시 동남구 신방동 11-13 1층 ,
수마야레스토랑,"충청남도 천안시 동남구 병천면 충절로 1736, 1층",충청남도 천안시 동남구 병천면 병천리 162-1 1층 ,
